exit_idx,cum_equity
51,0.19036057008870005
51,0.380150058467134
52,0.7619656578822149
52,1.142642672870819
53,1.7170957151036026
53,2.289845924251238
54,3.0582071260527917
54,3.824304181905081
55,4.787932978183844
55,5.748738939464276
56,6.909083963469322
56,8.06604978117143
57,9.424649409439407
57,10.779315477322672
58,12.337798438949852
58,13.891795208014543
59,15.65188125789322
59,17.4069299144864
60,19.37043057022611
60,21.32834377751155
61,23.497163119834763
61,25.659845822427954
62,28.03598135890816
62,30.405431650555208
63,32.99097524263185
63,35.56928529687705
64,38.36642415015469
64,41.15578121401376
65,44.16679893191621
65,47.16948638263498
66,50.39676408355495
66,53.615162548602775
67,57.06118004674692
67,60.49776858725264
68,64.16510563745315
68,67.82246299536232
69,71.71380060217851
69,75.59460651146249
70,79.71272830296617
70,83.81976486528372
71,88.16755853197418
71,92.50371165723725
72,97.08417045659871
72,101.65243136896164
73,106.46865569622909
73,111.27212250607235
74,116.3273215318316
74,121.36920087437106
75,126.66669424967765
75,131.9503029908889
76,137.49352262064707
76,143.02228963125054
77,148.8147815166479
77,154.59224951495446
78,160.63767566580992
78,166.66750313028822
79,172.96964354822134
79,179.25560670069925
80,185.81836143409004
80,192.36435629456176
81,199.19174756632336
81,206.00179208038824
82,213.09796648963376
82,220.17620272965067
83,227.5454335283901
83,234.8961299694858
84,242.54281941554603
84,250.170373287673
85,258.09905507509194
85,266.0079947923888
86,274.22333656059214
86,282.41832422935676
87,290.9251301524803
87,299.4109641591207
88,308.21417761690435
88,316.99579529729493
89,326.10050162903025
89,335.1829820207554
90,344.5944113638268
90,353.982978042855
91,363.70650825747765
91,373.4065322608685
92,383.4476919426845
92,393.46469477899154
93,403.8291663612483
93,414.1688231103421
94,424.8624460574369
94,435.53058856153257
95,446.55936265577515
95,457.56198280351686
96,468.932071527018
96,480.27532463252817
97,491.99305864619737
97,503.68326692507316
98,515.7551476467636
98,527.7988037910596
99,540.2315070749746
99,552.6352779292849
100,565.4356578488234
100,578.20638818964
101,591.3814809259286
101,604.5261973465233
102,618.0832251849552
102,631.6091400881046
103,645.5555155252749
103,659.4700312262166
104,673.8133611897199
104,688.1240741318046
105,702.8721643154321
105,717.5868694010092
106,732.7477287179621
106,747.8744237571112
107,763.4562689139236
107,779.0031591937269
108,795.0144193876696
108,810.9899223647928
109,827.4392441076147
109,843.8519942270525
110,860.7482462979933
110,877.6070999409097
111,894.959378472008
111,912.2734190356961
112,930.0910527324991
112,947.8695958455625
113,966.162151346435
113,984.4147502223861
114,1003.1920375997065
114,1021.9284885322679
115,1041.2005669388875
115,1060.4309149423714
116,1080.208098406816
116,1099.9426430050546
117,1120.235506379035
117,1140.4848075464288
118,1161.3041926083336
118,1182.0790768666864
119,1203.436098584826
119,1224.747665259734
120,1246.6537182192126
120,1268.51334585988
121,1290.9801108570773
121,1313.399463823536
122,1336.4389146322887
122,1359.4299498541113
123,1383.054360167795
123,1406.6293340784957
124,1430.851284632326
124,1455.0227602837667
125,1479.8551461617499
125,1504.6360005229758
126,1530.092038654063
126,1555.495470099119
127,1581.5887069472406
127,1607.6282429366415
128,1634.3725623894193
128,1661.062067350066
129,1688.4716988111388
129,1715.8253822196114
130,1743.914908909632
130,1771.947333583915
131,1800.7317010554173
131,1829.4577916602507
132,1858.9523165317255
132,1888.3873683029135
133,1918.607747217569
133,1948.7674349107199
134,1979.7297537255545
134,2010.6301407948713
135,2042.3508840058303
135,2074.0084320187225
136,2106.504492427868
136,2138.936070721305
137,2172.2247593520847
137,2205.44765493677
138,2239.5467112036276
138,2273.5786389222376
139,2308.506241060981
139,2343.365354006869
140,2379.1401297723746
140,2414.8450299753176
141,2451.4860676133253
141,2488.055816999065
142,2525.5826764989993
142,2563.0368081294996
143,2601.469532765432
143,2639.828062366965
144,2679.187190534024
144,2718.4706283203814
145,2758.7772056741023
145,2799.0065684724254
146,2840.2821603787374
146,2881.478984065645
147,2923.745688369393
147,2965.932040625305
148,3009.2125007454088
148,3052.4109941351558
149,3096.7284124947246
149,3140.9622178827585
150,3186.3403696826986
150,3231.63322999143
151,3278.096477336305
151,3324.4727216563206
152,3372.046028041457
152,3419.5305861026004
153,3468.239531271665
153,3516.857948284199
154,3566.728743466718
154,3616.507195342031
155,3667.566698880569
155,3718.5320078411337
156,3770.8077412181106
156,3822.9873918066573
157,3876.5075560810296
157,3929.929711579167
158,3984.723204243488
158,4039.416723510258
159,4095.5131557788905
159,4151.507610520032
160,4208.937325059578
160,4266.263017538552
161,4325.057106651855
161,4383.74508785397
162,4443.935412129337
162,4504.017500390621
163,4565.636707828223
163,4627.145507940981
164,4690.2270535687085
164,4753.195976376034
165,4817.774142367388
165,4882.237424859201
166,4948.3473411661535
166,5014.340067089679
167,5082.017732603758
167,5149.575853601696
168,5218.858157856917
168,5288.018515146902
169,5358.943260578496
169,5429.743607187799
170,5502.349531961082
170,5574.8285555308785
171,5649.155356954976
171,5723.352703128872
172,5799.441061670386
172,5875.39735808229
173,5953.288961994407
173,6031.04584287122
174,6110.783413454155
174,6190.383544849173
175,6272.010862358272
175,6353.497968031589
176,6437.059898249832
176,6520.478786212494
177,6606.02130770458
177,6691.417897443631
178,6778.98812950929
178,6866.409479911357
179,6956.055711255982
179,7045.550049247468
180,7137.321767388644
180,7228.938517311093
181,7321.350013323541
181,7413.605987341687
182,7505.396964010682
182,7597.033982487947
183,7688.210674034406
183,7779.23495028298
184,7869.803507642976
184,7960.22117203866
185,8050.187664250261
185,8140.004765612361
186,8229.37518117484
186,8318.597688118587
187,8407.377936324645
187,8496.011738586787
188,8584.207650828397
188,8672.258560566574
189,8759.875891615082
189,8847.34964468158
190,8934.394073942618
190,9021.296331133122
191,9107.77346387694
191,9194.109812154802
192,9280.02518072256
192,9365.801134419202
193,9451.160199405782
193,9536.381201397724
194,9621.189352811582
194,9705.860775674657
195,9790.123334075237
195,9874.250481216493
196,9957.972698829713
196,10041.56080559751
197,10124.747867409806
197,10207.802102182584
198,10290.459127013997
198,10372.984592268216
199,10455.116633824977
199,10537.118367182664
200,10618.730415089754
200,10700.213390346134
201,10781.310371160238
201,10862.279499291875
202,10942.86627749518
202,11023.326407649063
203,11103.407786624317
203,11183.363707088307
204,11262.944430075546
204,11342.400869230602
205,11421.48562026595
205,11500.447247520518
206,11579.040652357453
206,11657.512079064418
207,11735.618706077872
207,11813.604486434446
208,11891.228847508139
208,11968.733479439055
209,12045.880030836386
209,12122.907956860765
210,12199.581100079653
210,12276.136708161877
211,12352.340790773864
211,12428.428415158825
212,12504.167731632804
212,12579.791653665841
213,12655.070446176718
213,12730.234895108575
214,12805.057354331198
214,12879.766508108329
215,12954.136773996985
215,13028.394760037496
216,13102.316922591293
216,13176.127818546862
217,13249.605918561288
217,13322.97375306531
218,13396.011782870253
218,13468.940536272536
219,13541.542440457062
219,13614.036045545346
220,13686.205721669501
220,13758.268064378068
221,13830.00936367198
221,13901.644283777625
222,13972.961011828163
222,14044.1723036338
223,14115.068221059062
223,14185.859634065204
224,14256.338457177058
224,14326.713696741435
225,14396.779098196403
225,14466.741826181951
226,14536.397435620614
226,14605.951271032089
227,14675.200675707318
227,14744.34919531674
228,14813.195940710915
228,14881.942679672105
229,14950.3902701036
229,15018.738722556005
230,15086.790621775113
230,15154.74424143714
231,15222.403873211688
231,15289.966073963775
232,15357.23682265461
232,15424.410979112221
233,15491.296190238783
233,15558.085638315548
234,15624.588619111733
234,15690.996656572903
235,15757.120676533395
235,15823.150563539839
236,15888.898854957117
236,15954.553814600029
237,16019.929573092222
237,16085.212791918726
238,16150.219176948507
238,16215.133805478335
239,16279.773940863022
239,16344.323094096464
240,16408.600068509513
240,16472.786826426774
241,16536.70369389082
241,16600.53110194299
242,16664.09088231461
242,16727.561951906384
243,16790.76763135274
243,16853.885340317065
244,16916.7398717846
244,16979.507164849394
245,17042.013468524696
245,17104.433257771812
246,17166.594221534848
246,17228.669386851416
247,17290.487866721247
247,17352.22125624353
248,17413.700076816676
248,17475.09450736663
249,17536.236462248205
249,17597.294719762827
250,17658.102571990592
250,17718.827411944236
251,17779.303894405708
251,17839.698042225486
252,17899.84585806824
252,17959.912009542633
253,18019.733832577916
253,18079.47465425874
254,18138.97312935852
254,18198.391258956373
255,18257.569002443954
255,18316.66704921724
