entry_index,entry_price,num_trades,sl_hits,total_pnl
1,67901.94,981,0,214.479744981958
3,67508.61,984,0,215.2504392946492
8,68913.13869025,976,0,210.63599708256405
9,66845.74452955,980,0,223.0826999896112
11,68851.11686543,976,0,211.0985663422996
13,70916.6503714,972,0,198.5175845653981
20,79817.3147687,956,0,141.75252238079142
30,92530.14369159,936,0,54.34092271320036
31,92530.14369159,936,0,54.34092271320036
34,98165.22944241,464,0,10.685659858234791
49,100000.0,0,0,0
55,100000.0,0,0,0
73,100000.0,0,0,0
79,100000.0,0,0,0
83,100000.0,0,0,0
86,100000.0,0,0,0
101,100000.0,0,0,0
110,100000.0,0,0,0
112,100000.0,0,0,0
113,100000.0,0,0,0
114,100000.0,0,0,0
117,100000.0,0,0,0
118,100000.0,0,0,0
119,100000.0,0,0,0
123,100000.0,0,0,0
139,100000.0,0,0,0
146,100000.0,0,0,0
147,100000.0,0,0,0
149,100000.0,0,0,0
158,100000.0,0,0,0
159,100000.0,0,0,0
161,100000.0,0,0,0
167,100000.0,0,0,0
169,100000.0,0,0,0
171,100000.0,0,0,0
173,100000.0,0,0,0
174,100000.0,0,0,0
180,100000.0,0,0,0
181,100000.0,0,0,0
182,100000.0,0,0,0
183,100000.0,0,0,0
184,100000.0,0,0,0
191,100000.0,0,0,0
192,100000.0,0,0,0
194,100000.0,0,0,0
202,100000.0,0,0,0
203,100000.0,0,0,0
205,100000.0,0,0,0
206,100000.0,0,0,0
207,100000.0,0,0,0
208,100000.0,0,0,0
212,100000.0,0,0,0
214,100000.0,0,0,0
217,100000.0,0,0,0
220,100000.0,0,0,0
221,100000.0,0,0,0
224,100000.0,0,0,0
226,100000.0,0,0,0
230,100000.0,0,0,0
239,100000.0,0,0,0
241,100000.0,0,0,0
245,100000.0,0,0,0
246,100000.0,0,0,0
250,100000.0,0,0,0
254,100000.0,0,0,0
258,100000.0,0,0,0
266,100000.0,0,0,0
270,100000.0,0,0,0
275,100000.0,0,0,0
282,100000.0,0,0,0
286,100000.0,0,0,0
289,100000.0,0,0,0
291,100000.0,0,0,0
307,100000.0,0,0,0
314,100000.0,0,0,0
328,100000.0,0,0,0
329,100000.0,0,0,0
330,100000.0,0,0,0
332,100000.0,0,0,0
338,100000.0,0,0,0
339,100000.0,0,0,0
351,100000.0,0,0,0
353,100000.0,0,0,0
372,100000.0,0,0,0
376,100000.0,0,0,0
379,100000.0,0,0,0
380,100000.0,0,0,0
381,100000.0,0,0,0
382,100000.0,0,0,0
387,100000.0,0,0,0
389,100000.0,0,0,0
397,100000.0,0,0,0
399,100000.0,0,0,0
400,100000.0,0,0,0
413,100000.0,0,0,0
414,100000.0,0,0,0
417,100000.0,0,0,0
418,100000.0,0,0,0
422,100000.0,0,0,0
431,100000.0,0,0,0
