timestamp,price,atr
1600000000,68025.36000000,123.42000000
1600000001,67901.94000000,123.42000000
1600000002,68244.33000000,232.90500000
1600000003,67508.61000000,400.51000000
1600000004,69037.35000000,682.56750000
1600000005,66966.22950000,960.27810000
1600000006,68975.21638500,1135.06289750
1600000007,66905.95989345,1268.51912522
1600000008,68913.13869025,1360.85158417
1600000009,66845.74452955,1439.35631490
1600000010,68851.11686543,1495.95791699
1600000011,68851.11686543,1359.96174272
1600000012,70916.65037140,1418.75938966
1600000013,70916.65037140,1309.62405199
1600000014,73044.14988254,1463.78401439
1600000015,73044.14988254,1437.44632208
1600000016,75235.47437901,1549.41589873
1600000017,75235.47437901,1431.82051412
1600000018,77492.53861038,1446.12387807
1600000019,77492.53861038,1291.58642538
1600000020,79817.31476870,1311.24178436
1600000021,79817.31476870,1156.84341537
1600000022,82211.83421176,1182.00689863
1600000023,82211.83421176,1027.74748818
1600000024,84678.18923811,1217.46710559
1600000025,84678.18923811,1058.57991282
1600000026,87218.53491525,1253.99111876
1600000027,87218.53491525,1090.33731021
1600000028,89835.09096271,1291.61085232
1600000029,89835.09096271,1123.04742952
1600000030,92530.14369159,1330.35917789
1600000031,92530.14369159,1156.73885240
1600000032,95306.04800234,1370.26995323
1600000033,95306.04800234,1191.44101797
1600000034,98165.22944241,1411.37805182
1600000035,98165.22944241,1227.18424851
1600000036,101110.18632568,1453.71939338
1600000037,101110.18632568,1263.99977597
1600000038,104143.49191545,1497.33097518
1600000039,104143.49191545,1301.91976925
1600000040,107267.79667291,1542.25090444
1600000041,107267.79667291,1340.97736232
1600000042,110485.83057310,1588.51843157
1600000043,110485.83057310,1381.20668319
1600000044,113800.40549030,1636.17398452
1600000045,113800.40549030,1422.64288369
1600000046,117214.41765500,1685.25920405
1600000047,117214.41765500,1465.32217020
1600000048,120730.85018465,1735.81698017
1600000049,120730.85018465,1509.28183531
1600000050,124352.77569019,1787.89148958
1600000051,124352.77569019,1554.56029036
1600000052,128083.35896090,1841.52823427
1600000053,128083.35896090,1601.19709908
1600000054,131925.85972973,1896.77408129
1600000055,131925.85972973,1649.23301205
1600000056,135883.63552162,1953.67730373
1600000057,135883.63552162,1698.71000241
1600000058,139960.14458727,2012.28762284
1600000059,139960.14458727,1749.67130248
1600000060,144158.94892489,2072.65625153
1600000061,144158.94892489,1802.16144156
1600000062,148483.71739263,2134.83593908
1600000063,148483.71739263,1856.22628480
1600000064,152938.22891441,2198.88101725
1600000065,152938.22891441,1911.91307335
1600000066,157526.37578184,2264.84744776
1600000067,157526.37578184,1969.27046555
1600000068,162252.16705530,2332.79287120
1600000069,162252.16705530,2028.34857951
1600000070,167119.73206696,2402.77665733
1600000071,167119.73206696,2089.19903690
1600000072,172133.32402897,2474.85995705
1600000073,172133.32402897,2151.87500801
1600000074,177297.32374984,2549.10575577
1600000075,177297.32374984,2216.43125825
1600000076,182616.24346233,2625.57892844
1600000077,182616.24346233,2282.92419599
1600000078,188094.73076620,2704.34629629
1600000079,188094.73076620,2351.41192187
1600000080,193737.57268919,2785.47668518
1600000081,193737.57268919,2421.95427953
1600000082,199549.69986986,2869.04098574
1600000083,199549.69986986,2494.61290792
1600000084,205536.19086596,2955.11221531
1600000085,205536.19086596,2569.45129515
1600000086,211702.27659194,3043.76558177
1600000087,211702.27659194,2646.53483401
1600000088,218053.34488969,3135.07854922
1600000089,218053.34488969,2725.93087903
1600000090,224594.94523639,3229.13090570
1600000091,224594.94523639,2807.70880540
1600000092,231332.79359348,3326.00483287
1600000093,231332.79359348,2891.94006956
1600000094,238272.77740128,3425.78497785
1600000095,238272.77740128,2978.69827165
1600000096,245420.96072332,3528.55852719
1600000097,245420.96072332,3068.05921980
1600000098,252783.58954502,3634.41528300
1600000099,252783.58954502,3160.10099639
1600000100,260367.09723137,3743.44774149
1600000101,260367.09723137,3254.90402628
1600000102,268178.11014831,3855.75117374
1600000103,268178.11014831,3352.55114707
1600000104,276223.45345276,3971.42370895
1600000105,276223.45345276,3453.12768148
1600000106,284510.15705634,4090.56642022
1600000107,284510.15705634,3556.72151193
