timestamp,price,atr
1600000000,68025.36,47.54
1600000001,67984.22,47.00
1600000002,68016.07,45.28
1600000003,67999.09,42.75
1600000004,68018.19,40.00
1600000005,68001.01,38.19
1600000006,68020.40,35.75
1600000007,68012.99,33.56
1600000008,67999.93,32.23
1600000009,67975.66,32.21
1600000010,67992.92,29.88
1600000011,68006.74,27.38
1600000012,68004.51,25.80
1600000013,68059.46,27.75
1600000014,68113.59,29.40
1600000015,68145.35,28.64
1600000016,68134.03,27.91
1600000017,68117.54,27.76
1600000018,68136.68,25.92
1600000019,68128.40,25.10
1600000020,68167.53,25.60
1600000021,68130.25,27.63
1600000022,68123.35,26.37
1600000023,68121.34,24.68
1600000024,68143.01,23.70
1600000025,68197.80,26.21
1600000026,68223.23,25.62
1600000027,68222.06,23.60
1600000028,68206.83,23.10
1600000029,68225.18,22.38
1600000030,68218.16,20.99
1600000031,68216.17,19.13
1600000032,68222.84,17.94
1600000033,68222.36,16.26
1600000034,68205.78,16.03
1600000035,68210.24,15.23
1600000036,68228.12,15.94
1600000037,68207.93,15.83
1600000038,68208.20,14.89
1600000039,68198.11,13.72
1600000040,68184.73,12.93
1600000041,68133.81,15.91
1600000042,68135.77,15.39
1600000043,68094.38,17.07
1600000044,68114.24,18.30
1600000045,68110.47,17.07
1600000046,68077.09,17.71
1600000047,68067.51,15.98
1600000048,68050.52,15.08
1600000049,68068.35,16.34
1600000050,68036.78,16.91
1600000051,68041.36,16.60
1600000052,67995.77,18.62
1600000053,68001.61,18.17
1600000054,67999.91,16.96
1600000055,67990.68,15.48
1600000056,67982.31,14.14
1600000057,67975.45,12.86
1600000058,67981.30,12.62
1600000059,67983.56,11.96
1600000060,68009.02,13.59
1600000061,68033.54,14.86
1600000062,68000.00,16.65
1600000063,67966.60,18.34
1600000064,67953.58,17.93
1600000065,67987.23,19.28
1600000066,67991.87,17.51
1600000067,67981.40,17.21
1600000068,67968.13,17.31
1600000069,67969.18,16.05
1600000070,67969.77,15.04
1600000071,68001.32,15.97
1600000072,67988.30,16.46
1600000073,67980.13,16.48
1600000074,68018.16,17.74
1600000075,67990.92,19.63
1600000076,67973.42,20.38
1600000077,67995.64,19.58
1600000078,68026.94,19.75
1600000079,68039.42,18.03
1600000080,68082.54,19.55
1600000081,68100.65,18.43
1600000082,68077.07,19.89
1600000083,68079.88,18.52
1600000084,68082.37,17.27
1600000085,68129.01,19.41
1600000086,68126.75,18.43
1600000087,68150.50,18.30
1600000088,68158.19,16.65
1600000089,68164.96,15.17
1600000090,68163.71,14.19
1600000091,68145.48,14.91
1600000092,68124.28,15.76
1600000093,68134.34,15.07
1600000094,68117.35,15.28
1600000095,68136.10,15.71
