exit_idx,cum_equity
101,0.8345228489363997
101,1.66654212932599
102,3.3403858336380288
102,5.00923809083003
103,7.5275862401389535
103,10.038469329237042
104,13.406892626355372
104,16.76539012041949
105,20.989848200224845
105,25.201931236691202
106,30.28877477120316
106,35.360804182865216
107,41.31677727024236
107,47.25550599857403
108,54.087748834103266
108,60.90032462305673
109,68.61637645056231
109,76.31034481932502
110,84.91814716175752
110,93.50145465528213
111,103.00935482358105
111,112.49035254003289
112,122.90710741967148
112,133.29455481424947
113,144.62933492918296
113,155.93240389408066
114,168.1947977481233
114,180.42307696869753
115,193.62309566464384
115,206.78659525214616
116,220.93467738924764
116,235.04383379076774
117,250.1508506414515
117,265.21653182799406
118,281.293792794995
118,297.32730372889506
119,314.3865620842379
119,331.39965046738206
120,349.4531093749231
120,367.4579716795162
121,386.51829050301626
121,405.5275782868917
122,425.6078791858521
122,445.6347056945841
123,466.7485805103349
123,487.80652756866596
124,509.9680450034535
124,532.0711701988065
125,555.2948832908739
125,578.4577274519634
126,602.7586813498747
126,626.9962763236878
127,652.3900163633929
127,677.7178930940562
128,704.2204731824402
128,730.6546700957315
129,758.2826614046455
129,785.8397331021642
130,814.6102330771741
130,843.3072593444214
131,873.237901032765
131,903.0924961656369
132,934.2014578681238
132,965.2317803225648
133,997.5377955744
133,1029.7625579442079
134,1063.2849258299746
134,1096.7234051580037
135,1131.4820009662828
135,1166.1540493945317
136,1202.1693356178935
136,1238.0953913822202
137,1275.3884290685737
137,1312.5895278440332
138,1351.1819883055741
138,1389.6797749086227
139,1429.5939517948777
139,1469.4106922489507
140,1510.6695139906778
140,1551.8281079619026
141,1594.4551505928669
141,1636.9791442029352
142,1680.9986445668476
142,1724.9122435903403
143,1770.3491129405138
143,1815.6771963942308
144,1862.557034393784
144,1909.325168525914
145,1957.6742776566243
145,2005.9087303438566
146,2055.754130732047
146,2105.481886293011
147,2156.851330961144
147,2208.1001053948467
148,2261.0220959477792
148,2313.820352605997
149,2368.3241553611515
149,2422.701121064026
150,2478.816783635028
150,2534.8024652394192
151,2592.5608335830584
151,2650.1860350135016
152,2709.618770950182
152,2768.915110702618
153,2830.0547099207774
153,2891.05463904953
154,2953.934449604834
154,3016.671270203629
155,3081.325511524068
155,3145.833395712229
156,3212.2971781205906
156,3278.611187545863
157,3346.920532311374
157,3415.0766381811814
158,3485.2684981124917
158,3555.303601765775
159,3627.415882357781
159,3699.367836389919
160,3773.4394175373086
160,3847.3470474909914
161,3923.417805781755
161,3999.320932417046
162,4077.4317640195786
162,4155.3712261767805
163,4235.56407033459
163,4315.581748403918
164,4397.899611552345
164,4480.038451564811
165,4564.525432084585
165,4648.82947043889
166,4735.530784061742
166,4822.0451729024035
167,4911.007178784397
167,4999.778212046747
168,5091.0484395254125
168,5182.123579663549
169,5275.750755715359
169,5369.178661129567
170,5465.212738544742
170,5561.04329172536
171,5659.535478017452
171,5757.81981442263
172,5858.822601490827
172,5959.613139176081
173,6063.1803337386455
173,6166.530803756628
174,6272.717558574391
174,6378.683036163773
175,6487.54588207312
175,6596.1828186560015
176,6707.779697431311
176,6819.145953439107
177,6933.536251505136
177,7047.69113005341
178,7164.935713068668
178,7281.9399945019595
179,7402.1012428347
179,7522.017220162911
180,7645.159065281926
180,7768.050580530468
181,7892.014931111053
181,8015.72830331118
182,8138.6917850438385
182,8261.407321793062
183,8383.382019316272
183,8505.111756529544
184,8626.109560568042
184,8746.86534122151
185,8866.897952462545
185,8986.691430446474
186,9105.77036332341
186,9224.61300720311
187,9342.749593588951
187,9460.652690276242
188,9577.858083089546
188,9694.832741427246
189,9811.117918152893
189,9927.175072414719
190,10042.550838541825
190,10157.701251850032
191,10272.178244229299
191,10386.4325118923
192,10500.021202014994
192,10613.389754787146
