exit_idx,cum_equity
151,3.6584697402008994
151,7.305964071181196
152,14.643937560888986
152,21.960029015525183
153,33.000230624479926
153,44.007706111046375
154,58.77455727683687
154,73.49789465487751
155,92.01752185671204
155,110.48289803157095
156,132.78314201873908
156,155.01844228358368
157,181.12886854859312
157,207.16369716419433
158,237.11560765213883
158,266.9812996562296
159,300.8077457034865
159,334.53737994304663
160,372.2731764398774
160,409.9015898211536
161,451.5833305942256
161,493.1471335467271
162,538.8132079589707
162,584.3508011110639
163,634.0414118776422
163,683.5930039427185
164,737.3501861632124
164,790.9578130367181
165,848.8254544449235
165,906.5329995138235
166,968.5568619478246
166,1030.4100776153277
167,1096.63781971175
167,1162.6843501413562
168,1233.1655512589166
168,1303.4549563430473
169,1378.2411417217143
169,1452.824922281376
170,1531.9695894446268
170,1610.9012136677254
171,1694.459860076544
171,1777.794791203611
172,1865.8249431720126
172,1953.6206684392453
173,2046.1819113222434
173,2138.497972172877
174,2235.6519818389243
174,2332.550005415069
175,2434.3605810161093
175,2535.904312944283
176,2642.43741099766
176,2748.6927494823444
177,2860.0165192798904
177,2971.0515505205162
178,3087.23637088125
178,3203.121405829116
179,3324.2399232130515
179,3445.0475356857464
180,3571.1747036874044
180,3696.979769859385
181,3824.6909646979548
181,3952.077676133737
182,4078.4958755930147
182,4204.594506940702
183,4329.7392727403
183,4454.569286850079
184,4578.459787724467
184,4702.040256936678
185,4824.6952784617315
185,4947.04489435938
186,5068.482848485368
186,5189.619931355641
187,5309.858865656827
187,5429.8013736717
188,5548.858980322357
188,5667.624518447978
189,5785.518142934192
189,5903.12397157835
190,6019.870621154681
190,6136.333664561308
191,6251.950016460949
191,6367.286870860236
192,6481.78928026705
192,6596.016221789467
193,6709.420729579901
193,6822.553721942036
194,6934.876062204647
194,7046.930764174533
195,7158.186371514528
195,7269.178144163794
196,7379.382160799748
196,7489.326074549662
197,7598.493357209256
197,7707.404198677481
198,7815.549325298895
198,7923.441603953492
199,8030.5788801988065
199,8137.466834825788
200,8243.610300412522
200,8349.507905403047
201,8454.671340259729
201,8559.592311722748
202,8663.789241974211
202,8767.74704368023
203,8870.990747468095
203,8973.998596629446
204,9076.302109773065
204,9178.37298266593
205,9279.749104168886
205,9380.895741602095
206,9481.357039009132
206,9581.591951644608
207,9681.150766253726
