exit_idx,cum_equity
14,0.2401225397999998
14,0.4795247119805996
15,0.9777581330347056
15,1.4745058085749259
16,2.2504911269939196
16,3.0241762165401456
17,4.099353227686884
17,5.1713619923516
18,6.569128558619204
18,7.962800535353999
19,9.708686247842914
19,11.449487517444757
20,13.571343030606812
20,15.687055124754911
21,18.215258581303708
21,20.736184443023117
22,23.703866535459603
22,26.663055076204714
23,30.106344432135433
23,33.5398353692405
24,37.498126101381416
24,41.44521691304218
25,45.96146034257222
25,50.4649973449692
26,55.586020090018955
26,60.692715823961464
27,66.46956664490762
27,72.23034595887854
28,78.71867397030326
28,85.18905140455628
29,92.44951850189823
29,99.69000981597218
30,107.78874042489885
30,115.86531137042343
31,124.87438291077802
31,133.85893863473154
32,143.8569164007625
32,153.82783517361298
33,164.90035567046783
33,175.94307097126722
34,188.1834781170467
34,200.39111347617023
35,213.90115248204572
35,227.37521388472513
36,242.2657880658554
36,257.11691915906795
37,273.50891540971213
37,289.8577212347596
38,307.8829104258067
38,325.8608559227733
39,345.66287505296725
39,365.41326515525014
40,386.04240140184555
40,406.6180322107327
41,427.03397792449306
41,447.3972454768906
42,467.6032926789263
42,487.7574720126331
43,507.7568452278167
43,527.7051443183127
44,547.5010022976003
44,567.2465637671236
45,586.8420011573728
45,606.3879039319626
46,625.7859528951055
46,645.1352138114505
47,664.3388455948054
47,683.494420958664
48,702.506547418099
48,721.471334515986
49,740.2948095935778
49,759.0716481593455
50,777.7092693171137
50,796.3009429549905
51,814.7554525662223
51,833.1646901318114
52,851.4387768314352
52,869.6682537721138
53,887.7645537675214
53,905.816893423629
54,923.7379917672915
54,941.6157666354391
55,959.3641984606104
55,977.0699314203905
56,994.6481831411431
56,1012.1843486464735
57,1029.5948591232602
57,1046.9638843595455
58,1064.20904603144
58,1081.4133120396905
59,1098.495472024412
59,1115.5373147934145
60,1132.458775956202
60,1149.3404874838009
61,1166.1035094761614
61,1182.8273388006608
62,1199.4341390699778
62,1216.002293272645
63,1232.455048043598
63,1248.8696932232078
64,1265.1705384519162
64,1281.4338006722426
65,1297.5848329740152
65,1313.6987991851418
66,1329.7020767366798
66,1345.6687956709713
67,1361.5263390878438
67,1377.3478221313867
68,1393.0616153215626
68,1408.7398373618564
69,1424.3118283560561
69,1439.8487286067061
70,1455.2808303663016
70,1470.6783131694403
71,1485.9724043726098
71,1501.2323399797435
72,1516.3902657865613
72,1531.5144911185168
73,1546.5380639156338
73,1561.5283833022568
74,1576.4193834278037
74,1591.2775693280325
75,1606.037745777358
75,1620.7655394802805
76,1635.3966105931102
76,1649.9957229005872
77,1664.4993770301753
77,1678.971488921592
78,1693.3493850864106
78,1707.6961483661019
79,1721.9499168846005
79,1736.1729548124727
80,1750.3041979214177
80,1764.4051058272769
81,1778.415398284163
81,1792.3957441662355
82,1806.2866338362503
82,1820.1479589443704
83,1833.9209673723678
83,1847.6647867762886
84,1861.3214097442187
84,1874.949212887487
85,1888.4909209577122
85,1902.0041721975338
86,1915.432411242445
86,1928.8325503759525
87,1942.1487420942883
87,1955.4371848716091
88,1968.6427272918659
88,1981.8208659163752
89,1994.9171338876815
89,2007.9863375038124
90,2020.974683174634
90,2033.9362983436042
91,2046.8180516286268
91,2059.6734027924317
92,2072.4498718279624
92,2085.2002617619673
93,2097.872733350183
93,2110.519443604644
94,2123.0891836470046
94,2135.63347497783
95,2148.1017288979624
95,2160.54484168702
96,2172.9128348433724
96,2185.2559895086406
97,2197.5249275971896
97,2209.7693249930335
98,2221.9403944403316
98,2234.087216248182
99,2246.161584595006
99,2258.2119937047087
100,2270.1908099805746
100,2282.1459508626717
101,2294.0303459514703
101,2305.8913450206587
102,2317.682432017651
102,2329.450397987666
103,2341.1492725480834
103,2352.82529677824
104,2364.433037457713
104,2376.0181942913355
105,2387.535862878373
105,2399.0312099733287
106,2410.459851814071
106,2421.8664304656286
107,2433.207074781074
107,2444.525910237289
108,2455.779570433203
108,2467.011672203032
109,2478.179346172732
109,2489.3257083270746
110,2500.408378747282
110,2511.4699802131327
111,2522.4686148330757
111,2533.4464196809763
112,2544.3619716049257
112,2555.2569293298875
113,2566.0903372932944
113,2576.9033830893713
114,2587.6555717287774
114,2598.387626757449
115,2609.059506874334
115,2619.711478526868
116,2630.303947345591
116,2640.8767294995355
117,2651.3906709195226
117,2661.8851441894844
118,2672.321429031815
118,2682.7384610146737
119,2693.09794726321
119,2703.4383927779068
120,2713.7219258151003
120,2723.986627137145
121,2734.19503997467
121,2744.3848270654985
122,2754.5189405698275
122,2764.6346313011445
123,2774.695254414211
123,2784.7376547874424
124,2794.725584742503
124,2804.6954891034843
125,2814.611511636309
125,2824.509702885328
126,2834.354592440833
126,2844.1818422381457
127,2853.956362172584
127,2863.7134311395143
128,2873.418333918334
128,2883.105971834072
129,2892.7419992255545
129,2902.360945219755
130,2911.9288284845297
130,2921.47981122582
131,2930.980271302367
131,2940.464009182862
132,2949.897756869094
132,2959.3149581850175
133,2968.6826943160427
133,2978.034057444552
134,2987.3364730667063
134,2996.6226866390107
135,3005.860463180256
135,3015.0822062511215
136,3024.256015687893
136,3033.413957901619
137,3042.5244629222116
137,3051.6192646751674
138,3060.667118839741
138,3069.6994314395415
139,3078.6852793368316
139,3087.655745158239
140,3096.580222559045
140,3105.489475196666
141,3114.3532092042014
141,3123.2018736220657
142,3132.0054828192388
142,3140.7941754973276
143,3149.5382700910263
143,3158.2675991688234
144,3166.9527811312823
144,3175.62334654842
145,3184.250209755728
145,3192.862603389796
146,3201.4317337576167
146,3209.9865395591974
147,3218.49851517577
147,3226.9963093007705
148,3235.4517005572507
148,3243.8930514965905
149,3252.2924212147927
149,3260.6778899215087
150,3269.021793479114
150,3277.3519334929456
151,3285.6409189462306
151,3293.916276515738
152,3302.150884719882
152,3310.371998922161
153,3318.552763649189
153,3326.7201665072303
154,3334.8476145616432
154,3342.961831159397
155,3351.0364824915455
155,3359.098031086738
156,3367.120398903984
156,3375.1297910387398
157,3383.100381914467
157,3391.0581225237856
158,3398.977436504297
158,3406.8840240224345
159,3414.7525547317896
159,3422.608481196588
160,3430.426715939426
160,3438.2324670946414
161,3446.000886957032
161,3453.7569423527043
162,3461.4760223010762
162,3469.182855391979
163,3476.853064370162
163,3484.5111426123854
164,3492.132943636813
164,3499.7427285825106
165,3507.3165788356196
165,3514.878526225969
166,3522.4048771478397
166,3529.919437004247
167,3537.39873438252
167,3544.8663510961137
168,3552.2990351542235
168,3559.720147573672
169,3567.1066530574276
169,3574.481694575119
170,3581.8224508376775
170,3589.1518494742927
171,3596.4472805595533
171,3603.7314590470733
172,3610.981983771527
172,3618.2213596347037
173,3625.427391667775
173,3632.6223773040992
174,3639.784325247007
174,3646.9353280052096
175,3654.053595468385
175,3661.1610177254956
176,3668.2360034045837
176,3675.300242641585
177,3682.33234039206
177,3689.3537892681643
178,3696.3433881785904
178,3703.3224346041643
179,3710.269919068129
179,3717.2069462763016
180,3724.11269606305
180,3731.0080826800263
181,3737.8724730038234
181,3744.726593117936
182,3751.549994706183
182,3758.3632179356996
183,3765.1459970958335
183,3771.9186886555576
184,3778.6612073407537
184,3785.3937281074336
185,3792.0963439811417
185,3798.7890505577175
186,3805.4521170570515
186,3812.105361835765
187,3818.729228233772
187,3825.3433594581593
188,3831.928370924992
188,3838.5037327507835
189,3845.050230413794
189,3851.5871629687463
190,3858.095483971528
190,3864.5943234142055
191,3871.064800974605
191,3877.5258795521363
192,3883.9588430192503
192,3890.3824891240774
193,3896.7782640342602
193,3903.1648022599043
194,3909.523710391808
194,3915.873461587666
195,3922.1958210163248
195,3928.5091023415234
196,3934.7952274915096
196,3941.0723524678306
197,3947.322554165496
197,3953.5638327293923
198,3959.778418254215
198,3965.984156807937
199,3972.1634299429907
199,3978.333931404841
200,3984.478192486406
200,3990.6137563401376
201,3996.723302306467
201,4002.824224649841
202,4008.8993490891035
202,4014.965922681631
203,4021.006915879041
203,4027.039430188913
204,4033.04657917307
204,4039.0453204232986
205,4045.0189090117474
205,4050.984160225538
206,4056.9244690695646
206,4062.8565101149215
207,4068.7638167436025
207,4074.662924377195
208,4080.537503240712
208,4086.403951151008
209,4092.2460736632447
209,4098.0801325129305
210,4103.890067093362
210,4109.692004561057
211,4115.4700166759485
211,4121.240097497236
212,4126.986449700164
212,4132.724935707941
213,4138.439887679645
213,4144.147037843814
214,4149.830846431401
214,4155.5069168979135
215,4161.159836153419
215,4166.805080282671
216,4172.427361500989
216,4178.042029905609
217,4183.633921661812
217,4189.218262243819
218,4194.7800104298685
218,4200.3342684172385
219,4205.8661162781045
