exit_idx,cum_equity
101,7.628957219433608
101,15.235027567208915
102,30.687560357229422
102,46.094013277251705
103,69.57481153750825
103,92.98600640601002
104,124.71019465685339
104,156.34090058173672
105,196.53441825395316
105,236.610193836239
106,285.5101934489264
106,334.2677843956684
107,392.123048325112
107,449.81080361587743
108,516.8821801917936
108,583.760487534257
109,660.3213472346084
109,736.6630885795745
110,822.9998011313945
110,909.090829053732
111,1005.5032622850891
111,1101.6428980746814
112,1208.4449394021563
112,1314.9464937481464
113,1432.4665952250277
113,1549.6579124174002
114,1678.2396603103525
114,1806.4636869253627
115,1946.4663968316122
115,2086.081775911801
116,2237.8811144750503
116,2389.26280626066
117,2553.2514405920424
117,2716.791370908681
118,2893.379646869192
118,3069.487384326636
119,3259.104034879747
119,3448.207498088949
120,3651.300382986588
120,3853.846579056371
121,4070.883457178282
121,4287.339252809916
122,4518.808588535643
122,4749.661515092665
123,4996.0733201472385
123,5241.832414139599
124,5503.7191264184385
124,5764.915806904415
125,6042.83320785025
125,6320.022192326733
126,6614.550364501491
126,6908.310624923319
127,7220.0549514911745
127,7530.990712133308
128,7860.582920047473
128,8189.324699000086
129,8537.423947765668
129,8884.62964393188
130,9251.923661900371
130,9618.279689449419
131,10005.48595968722
131,10391.708432002635
132,10799.575429866676
132,11206.411395119552
133,11635.719879767772
133,12063.948610339714
134,12515.512972502875
134,12965.947310581918
135,13440.61697902644
135,13914.104740802168
136,14412.765650021325
136,14910.191091013006
137,15433.767212796247
137,15956.052556960038
138,16505.507498607585
138,17053.6145339861
139,17629.953206058537
139,18204.884949858464
140,18809.15530647901
140,19411.95774259024
141,20045.25259745101
141,20677.016489554248
142,21340.47541091741
142,22002.338194466538
143,22697.14948259689
143,23390.297239107913
144,24117.69998972571
144,24843.369506956067
145,25604.65576445772
145,26364.13668621848
146,27160.653690578838
146,27955.29076008801
147,28788.443291531148
147,29619.63869238946
148,30490.891518096036
148,31360.10731714735
149,32270.98774445559
149,33179.748440982876
150,34131.84898173773
150,35081.74416764282
151,36076.725318554105
151,37069.41245437537
152,38109.00559846119
152,39146.21291029842
153,40232.223344714956
153,41315.75284735551
154,42450.062943149685
154,43581.79359492467
155,44766.366094491255
155,45948.25708963568
156,47185.13854791721
156,48419.23275246412
157,49710.55712819966
157,50998.98466570593
158,52346.977069314606
158,53691.95906299533
159,55098.939667972874
159,56502.79214611342
160,57971.18027112524
160,59436.31824294483
161,60968.63661211821
161,62497.578321577574
162,64096.45751082867
