exit_idx,cum_equity
12,0.1984483799999999
12,0.3963014148599998
13,0.8080645727559552
13,1.2185998417974597
14,1.8599100223087826
14,2.499319187222777
15,3.3878952294925697
15,4.2738528862400305
16,5.429031866626435
16,6.580826888721261
17,8.02370764284444
17,9.462386378052685
18,11.215985975707364
18,12.964508367565385
19,15.053932711820487
19,17.137342514894275
20,19.589972343354205
20,22.035582707606384
21,24.88127639019369
21,27.718872205982937
22,30.99018686064476
22,34.25224538267835
23,37.98467796906672
23,41.70660937600629
24,45.938859578526554
24,50.1592692759995
25,54.933526152814515
25,59.69450079245992
26,65.05675534735644
26,70.40417471450776
27,76.4045607453687
27,82.38843786443789
28,89.08160365693922
28,95.75645567803387
29,103.2019693477485
29,110.627222012173
30,118.89001355434732
30,127.1304422922403
31,136.28128567807062
31,145.40749667046668
32,155.52353563392063
32,165.61249047617133
33,176.77781196863032
33,187.91339990472892
34,200.21965955855563
34,212.49332161906193
35,226.04042595843723
35,239.55183573120365
36,254.4486863023169
36,269.30649249815696
37,285.671797564433
37,301.9944340126007
38,319.9575939777849
38,337.8741632023257
39,357.57623648894617
39,377.2274735806469
40,397.73863216975235
40,418.19713968552634
41,438.498503509818
41,458.74802198995144
42,478.84279749753654
42,498.88651701787484
43,518.7778455847899
43,538.6188915631668
44,558.3098511370004
44,577.9512859643498
45,597.4448926582654
45,616.8897172805736
46,636.1889269194737
46,655.4400823722924
47,674.5477919927897
47,693.6081608899627
48,712.5272101957635
48,731.3996181739535
49,750.1327909481915
49,768.8200080687312
50,787.3700335447325
50,805.8747756542642
51,824.2443298461617
51,842.569259897474
52,860.7609668920405
52,878.9086962264525
53,896.9251294374637
53,914.8982190300592
54,932.7419024164489
54,950.5428640854087
55,968.2162733344317
55,985.8475709156692
56,1003.3531345922379
56,1020.8171850804911
57,1038.1572857438111
57,1055.4564604013065
58,1072.6334356898903
58,1089.7700611236478
59,1106.7862048097484
59,1123.7625640185588
60,1140.6201270330232
60,1157.438460425089
61,1174.1396518535976
61,1190.8021582357935
62,1207.3491462874108
62,1223.8579838270812
63,1240.252896776015
63,1256.6101839361977
64,1272.855111037625
64,1289.0629274865507
65,1305.159919867343
